ep_num	episode_reward	step	ep_time
1	20.002132891099997	1000	33.73225259780884
2	-3.59303049938202	1000	38.70211577415466
3	22.69535345657893	1000	39.231528759002686
4	35.964124515485736	1000	38.92922043800354
5	30.727198130435866	1000	39.34635639190674
6	8.51582804507216	1000	39.453909158706665
7	15.47351918199122	1000	39.512853145599365
8	23.531182816744234	1000	39.45994806289673
9	35.62878986833003	1000	39.72157549858093
10	20.518847282680085	1000	39.87602496147156
11	26.730560984914053	1000	39.83612513542175
12	27.383325966769196	1000	39.73660230636597
13	33.58097039789406	1000	40.13183951377869
14	1.5343315883361806	1000	39.69774270057678
15	26.919013150976937	1000	40.199708223342896
16	13.736278601046287	1000	40.222126483917236
17	12.76372166798998	1000	40.10027885437012
18	2.725496666284297	1000	40.617392778396606
19	37.271110401804904	1000	40.578614950180054
20	22.075941750559156	1000	40.60784339904785
21	33.88156886341928	1000	40.81137204170227
22	-1.9108649162672287	1000	40.89574646949768
23	12.809785925138613	1000	41.17581486701965
24	39.436913432843596	1000	41.20908880233765
25	16.718191126907676	1000	41.18542981147766
