ep_num	episode_reward	step	ep_time
1	57.59968318298768	1000	39.905155420303345
2	99.61339979215589	1000	41.62336444854736
3	109.96776317414508	1000	41.63973879814148
4	166.45864024492155	1000	41.248814821243286
5	161.65966741912877	1000	40.71268844604492
6	189.23312984731456	1000	40.773271322250366
7	201.412812455677	1000	40.86024045944214
8	166.06333508145795	1000	40.94357705116272
9	211.21105191562458	1000	40.97621822357178
10	209.34482829419096	1000	41.11073184013367
11	205.80716631347394	1000	41.22084856033325
12	217.20231079236203	1000	41.2782883644104
13	211.76246861270306	1000	41.38264608383179
14	226.55034341016764	1000	41.498573780059814
15	229.32883502516486	1000	41.553685665130615
16	209.60393528183718	1000	41.69262075424194
17	218.13141616430042	1000	41.78341603279114
18	154.52426279363826	1000	41.97785663604736
19	221.233698909374	1000	42.061991453170776
20	228.4766253132901	1000	42.212995529174805
21	200.94165017724546	1000	42.29699420928955
22	221.38439333286	1000	42.38636898994446
23	176.4003403718555	1000	42.464168071746826
24	165.38089103184603	1000	42.47464561462402
25	194.75740731836203	1000	42.590495109558105
