ep_num	episode_reward	step	ep_time
1	18.027075687463043	1000	34.58213448524475
2	16.221581685981405	1000	39.64868974685669
3	34.52238115195757	1000	40.0061776638031
4	8.60033162221655	1000	39.65700960159302
5	0.851527419090068	1000	40.04386067390442
6	17.676069989657297	1000	40.06426548957825
7	2.999370148676576	1000	40.06450629234314
8	29.077144028258477	1000	39.98813033103943
9	18.04552354278645	1000	40.466447830200195
10	13.05652371240855	1000	40.56271266937256
11	12.818665685087693	1000	40.50949478149414
12	30.27523994720947	1000	40.432231187820435
13	22.94011540147714	1000	40.59738516807556
14	30.193893931488027	1000	40.76019072532654
15	12.481766933183724	1000	41.02764916419983
16	66.44453400596798	1000	41.12647271156311
17	31.790069347778555	1000	40.96617603302002
18	20.774001970715982	1000	41.187071561813354
19	37.30638663356044	1000	41.32038474082947
20	64.64322996502605	1000	41.41266107559204
21	48.64364726763139	1000	41.23940062522888
22	56.049563810604035	1000	41.499183177948
23	51.39114679164139	1000	41.735029220581055
24	37.32167632406232	1000	41.82193994522095
25	56.867495378383786	1000	40.7276132106781
