ep_num	episode_reward	step	ep_time
1	16.40306682438734	1000	33.58874583244324
2	17.63361534566975	1000	39.299721240997314
3	-14.851431897374109	1000	39.72863173484802
4	-71.75378766371648	1000	39.58870506286621
5	-9.46941286199241	1000	39.77270030975342
6	20.749881400695017	1000	39.951080322265625
7	9.56217708571298	1000	40.01934099197388
8	-3.6498487125859147	1000	39.99829959869385
9	16.731713331620245	1000	40.05332851409912
10	21.274416241436967	1000	40.049373149871826
11	14.94353590308283	1000	40.22792100906372
12	16.21019034036701	1000	40.10910081863403
13	17.40659441896545	1000	40.065510749816895
14	26.12507852486599	1000	40.44640064239502
15	11.932989043253553	1000	40.29796528816223
16	13.4304740393678	1000	40.46893763542175
17	10.106997669931772	1000	40.55270314216614
18	-7.577757156427585	1000	40.678678035736084
19	27.689040217157288	1000	40.815465450286865
20	-6.784564732497624	1000	41.174553632736206
21	17.84635143572979	1000	41.07627987861633
22	17.511543608495685	1000	41.33484959602356
23	18.023892923778497	1000	41.48654890060425
24	24.18548963954786	1000	41.422791957855225
25	17.09757832004557	1000	41.18660759925842
