ep_num	episode_reward	step	ep_time
1	20.043717675666425	1000	37.69538712501526
2	15.551690442554587	1000	40.18982458114624
3	4.569334744501024	1000	39.89394974708557
4	20.36439498787437	1000	39.10800576210022
5	21.220034704117275	1000	39.14597415924072
6	25.36880366083772	1000	39.2680287361145
7	19.87370202467307	1000	39.339184284210205
8	60.09122207437351	1000	39.48171782493591
9	31.532434272466077	1000	39.50339937210083
10	28.167937648079967	1000	39.602086544036865
11	20.70925824913765	1000	39.65799951553345
12	88.4223366190735	1000	39.707433462142944
13	80.58531491937069	1000	39.78394913673401
14	17.138110583818698	1000	39.92753863334656
15	73.65080504652914	1000	40.00159931182861
16	84.21736831981143	1000	40.090786933898926
17	77.06237873786527	1000	40.24336338043213
18	40.70294336959623	1000	40.40921211242676
19	48.87901492066317	1000	40.490851402282715
20	44.905345788532536	1000	40.66478228569031
21	44.35817412472364	1000	40.74869918823242
22	19.31216720325098	1000	40.80077028274536
23	44.848820329589245	1000	40.85751032829285
24	39.046909077491705	1000	40.908713579177856
25	94.65888099291807	1000	40.94297242164612
