ep_num	episode_reward	step	ep_time
1	2.888896810229103	1000	39.004350423812866
2	20.916780979251225	1000	41.1335985660553
3	31.635342881468123	1000	40.7773756980896
4	37.95551018477463	1000	40.83427119255066
5	36.30164468395057	1000	40.89585995674133
6	32.731660689155625	1000	41.03348469734192
7	43.687813387405555	1000	41.07246947288513
8	28.793420925936225	1000	40.19860124588013
9	33.88002736233561	1000	40.041035175323486
10	61.34001252994987	1000	40.1395058631897
11	25.806106881942384	1000	40.23840880393982
12	32.262779775381915	1000	40.3433895111084
13	-18.162645518425606	1000	40.39408016204834
14	22.589716970801156	1000	40.6737585067749
15	60.398448095817066	1000	40.686325550079346
16	29.76818303616994	1000	40.87739539146423
17	39.81143242046968	1000	40.90183210372925
18	33.50605723767119	1000	41.01884460449219
19	30.869238146763273	1000	41.14452123641968
20	44.18407337162137	1000	41.23924779891968
21	71.20116995120475	1000	41.2958197593689
22	48.22543398134987	1000	41.36234760284424
23	78.00990452475698	1000	41.40047311782837
24	52.625122885891585	1000	41.6996955871582
25	51.692276082612196	1000	41.792205572128296
