ep_num	episode_reward	step	ep_time
1	75.08467378220394	1000	40.15810680389404
2	60.0924947457553	1000	41.9472770690918
3	118.1381377253072	1000	41.9142701625824
4	133.78383406310024	1000	41.084354877471924
5	123.15678334941396	1000	41.0219841003418
6	198.0396362740586	1000	41.13357734680176
7	219.67396596112206	1000	41.19662666320801
8	209.01769738910727	1000	41.249403953552246
9	247.9718041219862	1000	41.31819534301758
10	210.23897622587998	1000	41.43516159057617
11	225.306304716524	1000	41.576393365859985
12	225.22231409895767	1000	41.67910838127136
13	239.19132941891783	1000	41.73666977882385
14	242.16328819697065	1000	41.85817909240723
15	225.2798684770539	1000	41.96217489242554
16	224.9412737853402	1000	41.952850103378296
17	203.56177692089858	1000	42.17508292198181
18	242.6236224534369	1000	42.346832513809204
19	220.10490420250764	1000	42.446802854537964
20	219.14858969373603	1000	42.54379200935364
21	223.76266799680067	1000	42.65038728713989
22	202.38598878126353	1000	42.703253984451294
23	234.5883657542593	1000	42.82000160217285
24	225.6139799816964	1000	42.879223585128784
25	253.3729908708652	1000	42.68059778213501
