ep_num	episode_reward	step	ep_time
1	-6.151284775882726	1000	38.94290590286255
2	59.80063488876866	1000	40.53848195075989
3	134.83663899598633	1000	40.65823817253113
4	80.40676868296482	1000	40.714741706848145
5	184.06065867536415	1000	40.83762502670288
6	185.42278057510748	1000	40.947996377944946
7	231.34115225479755	1000	41.04143714904785
8	223.93751764193854	1000	41.0823757648468
9	217.91454274986705	1000	41.14860701560974
10	173.62189543959275	1000	41.284605741500854
11	235.36528624475093	1000	41.37475895881653
12	232.10006822165838	1000	41.477245807647705
13	210.6696375382257	1000	41.55345416069031
14	243.46908862118522	1000	41.66439366340637
15	208.44031332741724	1000	41.78235697746277
16	209.86203389386904	1000	41.88067054748535
17	211.13852401407678	1000	42.00372266769409
18	233.79742229284372	1000	42.23858833312988
19	200.87976920084833	1000	42.30110716819763
20	213.82811074453042	1000	42.48984360694885
21	215.79922678946795	1000	42.50277805328369
22	210.91637485495235	1000	42.55142140388489
23	222.74129229922715	1000	42.63285183906555
24	185.60541305097217	1000	42.69028949737549
25	176.5698791123531	1000	42.76806592941284
